OrderID,Date,Customer,Category,Product,Sales,Quantity
2427,04/10/2023,,Furniture,Sofa,3985,5.0
2772,22/01/2024,Customer_209,Electronics,Laptop,1124,1.0
3327,"Sep 26, 2024",Customer_374,Furniture,Table,1538,2.0
1688,2024-01-16,Customer_162,Books,Textbook,3420,5.0
2206,2024-10-01,Customer_210,Groceries,Spices,5212,4.0
2293,"Oct 15, 2023",Customer_57,Electronics,Headphones,2292,3.0
1443,01/07/2023,Customer_158,Clothing,Shoes,840,3.0
1359,02/02/2024,Customer_271,Beauty,Face Cream,3726,3.0
1130,2024-06-27,Customer_221,Sports,Yoga Mat,1040,2.0
1721,13/11/2023,Customer_278,Clothing,Cap,604,2.0
3140,04/11/2023,Customer_20,Toys,Action Figure,132,
3376,28/04/2023,Customer_239,Books,Cookbook,258,2.0
2227,10/11/2024,Customer_348,Sports,Yoga Mat,"2,168",2.0
1480,2024-10-24,Customer_400,Clothing,Cap,946,2.0
3052,2023-04-02,Customer_371,Books,,3552,4.0
3375,"May 01, 2023",Customer_60,Clothing,Jeans,684,2.0
2123,2024-04-12,Customer_174,Toys,Lego Set,,2.0
1833,24/03/2024,Customer_250,Furniture,Sofa,"₹1,315",1.0
2651,2023-03-24,Customer_89,Clothing,Jeans,1947,3.0
3219,"Oct 26, 2023",Customer_237,Beauty,Lipstick,819,1.0
1639,2023-09-21,Customer_185,Beauty,Perfume,,5.0
1238,2023-06-06,,Toys,RC Car,"1,081",1.0
3190,2024-11-07,Customer_81,Sports,Dumbbells,5555,5.0
3180,21/06/2023,Customer_244,Groceries,Rice,3384,3.0
3419,2023-02-22,Customer_14,Toys,Puzzle,1952,
2592,2024-11-02,Customer_104,Beauty,Face Cream,561,1.0
1387,2023-05-21,Customer_161,Furniture,Chair,1896,3.0
2189,2024-03-08,Customer_86,Toys,Board Game,3692,4.0
2371,2024-01-25,Customer_291,Groceries,Spices,1251,1.0
1370,2023-09-27,Customer_153,Furniture,Table,941,
2588,08/10/2024,Customer_155,Clothing,Jacket,491,1.0
2891,"Oct 05, 2024",Customer_313,Books,Textbook,5530,5.0
1076,2024-01-24,Customer_233,Sports,Cricket Bat,2133,3.0
1055,2024-12-26,Customer_98,Toys,RC Car,330,3.0
2012,06/07/2023,Customer_380,Electronics,Phone,"₹1,548",4.0
2193,2024-01-19,Customer_3,Clothing,Jeans,1045,1.0
2299,2024-12-22,Customer_301,Furniture,Chair,₹830,2.0
2458,2024-08-16,Customer_159,Toys,Action Figure,208,2.0
3470,2023-04-21,Customer_390,Electronics,Phone,250,5.0
2551,2024-02-23,Customer_161,Beauty,Perfume,186,1.0
1858,02/02/2023,Customer_104,Sports,Yoga Mat,,3.0
2577,2024-04-02,,Groceries,Rice,2637,3.0
2235,28/11/2023,Customer_202,Groceries,Beverages,288,1.0
3032,2023-09-09,Customer_332,Sports,Cricket Bat,3148,4.0
2537,2023-02-12,Customer_226,Clothing,Cap,"3,345",5.0
3391,2023-11-24,Customer_333,Beauty,Sunscreen,721,1.0
1174,2023-04-27,Customer_140,Books,Cookbook,"₹2,138",2.0
1047,2023-04-16,Customer_108,Electronics,Headphones,2770,2.0
2214,"Nov 05, 2024",Customer_232,Groceries,Spices,7125,5.0
2225,"Nov 17, 2023",Customer_294,Groceries,Rice,840,3.0
3469,30/06/2024,Customer_191,Furniture,Chair,2670,5.0
1464,2023-05-10,Customer_86,Books,Comic,₹828,2.0
1948,2024-08-15,Customer_381,Groceries,Beverages,,1.0
2086,03/01/2023,Customer_355,Sports,Football,"₹2,686",2.0
3297,2024-11-21,Customer_115,Clothing,Jeans,2073,3.0
2006,08/03/2024,Customer_308,Beauty,Sunscreen,816,4.0
1276,2024-07-10,Customer_146,Furniture,Sofa,5332,
2593,2023-10-13,Customer_114,Toys,Lego Set,4672,4.0
2417,2024-10-23,Customer_344,Beauty,Sunscreen,1195,1.0
1288,2023-05-16,Customer_229,Furniture,Bed,948,1.0
1869,12/03/2024,Customer_272,Toys,Action Figure,627,1.0
3429,2024-02-06,Customer_259,Toys,RC Car,1936,2.0
1757,2024-11-19,Customer_100,Electronics,Laptop,2136,3.0
1898,2024-07-21,Customer_96,Clothing,Jeans,2448,4.0
2454,2023-01-22,Customer_139,Books,Novel,6650,5.0
1101,2024-09-27,Customer_220,Beauty,Sunscreen,3552,3.0
3324,2023-06-18,Customer_247,Furniture,Chair,5055,5.0
1922,2023-05-20,Customer_239,Sports,Football,1084,1.0
1577,2024-07-18,Customer_184,Books,Cookbook,3051,3.0
2932,"Jun 15, 2024",Customer_149,Books,Biography,1002,2.0
3322,2024-09-16,Customer_287,Beauty,Face Cream,156,3.0
1667,,Customer_185,Beauty,Shampoo,"1,385",1.0
1848,2024-07-25,Customer_179,Furniture,Sofa,₹116,4.0
2366,2023-06-12,Customer_54,Electronics,Laptop,2367,3.0
2627,30/03/2024,Customer_215,Clothing,T-shirt,₹134,1.0
2137,2023-02-09,Customer_61,Groceries,Rice,757,1.0
3440,23/01/2023,Customer_295,Books,Biography,₹890,1.0
1803,03/09/2024,Customer_86,Beauty,Perfume,1443,1.0
1940,,Customer_179,Clothing,Jacket,₹375,5.0
3157,,Customer_62,Clothing,Cap,582,2.0
2590,2023-06-05,Customer_8,Toys,Lego Set,6290,5.0
1653,09/01/2023,Customer_147,Clothing,Jacket,4460,4.0
1368,2023-04-27,Customer_262,Books,Biography,1192,1.0
2459,2023-10-23,Customer_233,Furniture,Bookshelf,"₹3,650",5.0
3194,2023-05-19,Customer_333,Books,Cookbook,"7,395",5.0
1581,2023-05-18,Customer_396,Toys,Puzzle,3075,5.0
1591,2023-04-27,Customer_213,Furniture,Table,4485,3.0
1849,2023-08-13,Customer_186,Furniture,Bed,5295,5.0
2124,2023-03-08,Customer_320,Clothing,Cap,5904,4.0
1098,2024-02-15,Customer_245,Electronics,Headphones,153,
2309,"Oct 19, 2024",Customer_69,Clothing,Jacket,375,3.0
1994,2024-07-28,Customer_227,Books,Novel,4416,3.0
1382,2023-10-08,Customer_333,Groceries,Oil,1035,3.0
2534,"Aug 16, 2024",Customer_112,Books,Biography,,4.0
1417,2023-10-26,Customer_340,Electronics,Smartwatch,1008,2.0
2262,2023-02-19,Customer_139,Beauty,Sunscreen,1110,5.0
1029,2024-04-18,Customer_217,Books,,1180,2.0
2600,"Nov 17, 2023",Customer_251,Groceries,,"5,215",5.0
1590,2023-06-03,Customer_264,Groceries,Rice,1359,3.0
3160,"Nov 29, 2023",Customer_76,Books,Comic,775,1.0
2338,27/01/2023,Customer_61,Electronics,Laptop,1586,2.0
2890,"Sep 09, 2023",Customer_211,Groceries,Oil,"₹2,937",3.0
1192,25/07/2024,Customer_34,Electronics,Headphones,639,3.0
1930,2024-04-10,Customer_262,Toys,Board Game,963,3.0
2190,27/03/2023,Customer_11,Clothing,,3580,4.0
3163,2023-10-24,Customer_31,Clothing,T-shirt,"₹4,372",4.0
3191,2023-11-20,Customer_313,Toys,Puzzle,"2,364",4.0
3000,2023-11-27,Customer_310,Sports,Cricket Bat,360,4.0
3196,2023-09-23,Customer_269,Furniture,Sofa,1055,5.0
2354,"Aug 23, 2024",Customer_301,Clothing,T-shirt,"₹3,984",4.0
1620,"Mar 29, 2024",Customer_295,Beauty,Sunscreen,4323,3.0
2617,30/01/2024,Customer_287,Furniture,Table,3168,4.0
3019,"Feb 13, 2023",,Groceries,Spices,904,1.0
2356,"Jun 12, 2024",Customer_394,Groceries,Oil,2094,2.0
3159,2023-01-15,Customer_368,Electronics,Laptop,1445,1.0
2804,2024-05-12,Customer_7,Sports,Football,1480,1.0
1946,2024-03-22,,Sports,Cricket Bat,2292,3.0
2973,2023-11-06,Customer_395,Electronics,Headphones,265,1.0
3495,2023-09-16,Customer_277,Furniture,Bed,"₹5,900",4.0
1752,2024-10-09,Customer_289,Clothing,Cap,4336,4.0
1351,"Mar 01, 2024",Customer_248,Sports,Football,₹625,1.0
2687,"May 17, 2024",Customer_385,Toys,Lego Set,3477,3.0
3176,2024-04-23,Customer_211,Clothing,Jeans,439,1.0
3339,29/04/2023,Customer_122,Groceries,Rice,2672,2.0
1037,2023-09-29,Customer_105,Sports,Yoga Mat,1524,3.0
2294,2023-01-01,Customer_25,Groceries,Spices,206,2.0
2760,2024-02-13,Customer_26,Groceries,Snacks,3672,4.0
1159,2023-03-24,Customer_365,Furniture,Bookshelf,₹680,4.0
1384,2023-04-08,Customer_336,Groceries,Snacks,,1.0
1733,2023-06-20,Customer_156,Books,Cookbook,2892,3.0
2585,2024-07-02,Customer_275,Groceries,Spices,682,2.0
1141,2023-04-28,Customer_247,Clothing,Jacket,"₹2,139",3.0
1466,2024-07-19,Customer_199,Furniture,Chair,4165,5.0
2319,13/01/2023,Customer_371,Toys,Lego Set,1505,5.0
1300,"Jul 24, 2024",Customer_154,Groceries,Snacks,,3.0
2233,2024-07-15,Customer_154,Books,Cookbook,128,2.0
1608,02/05/2023,Customer_377,Sports,,2740,2.0
2313,2024-12-05,Customer_276,Beauty,Lipstick,1185,5.0
3028,2023-11-10,Customer_290,Sports,Cricket Bat,1466,2.0
1540,03/08/2023,Customer_324,Sports,Tennis Racket,862,2.0
2282,2024-02-09,Customer_146,Furniture,Table,293,1.0
1010,2024-04-18,Customer_374,Clothing,Cap,708,2.0
1692,2024-06-07,Customer_396,Sports,Football,3459,3.0
2277,2023-07-10,Customer_55,Beauty,Perfume,₹736,1.0
1025,2023-03-14,Customer_35,Electronics,Laptop,696,1.0
2429,,Customer_343,Toys,Board Game,1088,1.0
1604,2023-01-08,Customer_268,Electronics,Tablet,"1,084",1.0
1718,"Dec 16, 2023",Customer_144,Electronics,,660,2.0
3054,2023-08-23,Customer_196,Groceries,Rice,354,3.0
3135,2024-04-13,Customer_337,Furniture,Table,4644,4.0
1644,31/03/2024,Customer_331,Beauty,Sunscreen,2300,4.0
2154,2024-04-01,Customer_104,Books,Textbook,312,1.0
1714,2023-04-01,Customer_249,Furniture,Sofa,5540,5.0
2694,2023-08-18,Customer_97,Toys,Board Game,1287,1.0
2168,2023-02-23,Customer_354,Furniture,Bookshelf,"₹2,787",3.0
2925,"Apr 21, 2024",Customer_354,Clothing,T-shirt,2577,3.0
3481,06/09/2023,Customer_397,Books,Cookbook,1768,4.0
2039,2024-06-26,Customer_185,Sports,Dumbbells,660,2.0
3363,2023-04-26,Customer_240,Groceries,Beverages,5195,5.0
1021,29/06/2024,Customer_375,Furniture,Chair,₹644,4.0
1280,2023-09-25,Customer_166,Clothing,Shoes,66,2.0
1097,2024-04-25,Customer_7,Books,Novel,3010,5.0
2515,"Feb 16, 2023",Customer_212,Electronics,Laptop,"₹5,915",5.0
1442,20/09/2024,Customer_90,Books,Textbook,"7,200",5.0
1173,29/03/2024,Customer_26,Clothing,Cap,,1.0
1719,,Customer_267,Furniture,Bookshelf,"6,505",5.0
1956,2023-11-14,Customer_99,Furniture,Table,522,1.0
3340,2024-05-07,Customer_3,Furniture,Table,"2,148",3.0
1610,2023-05-29,Customer_200,Electronics,Laptop,206,1.0
3078,"May 07, 2023",Customer_27,Beauty,Perfume,6095,5.0
2049,2024-01-17,Customer_259,Beauty,Face Cream,142,1.0
2133,2024-08-20,Customer_266,Beauty,Face Cream,1473,3.0
2918,09/02/2024,Customer_388,Clothing,,704,2.0
2037,2023-05-22,Customer_332,Furniture,Table,"2,115",3.0
2269,2024-11-24,Customer_253,Beauty,Sunscreen,888,1.0
3015,2023-05-21,Customer_272,Beauty,Sunscreen,641,1.0
2796,07/05/2023,Customer_142,Furniture,Table,1684,2.0
2376,2024-03-23,Customer_275,Books,Cookbook,2892,2.0
2322,2023-06-08,Customer_158,Books,Comic,3000,3.0
1921,2023-08-22,Customer_218,Sports,Dumbbells,2146,2.0
2228,29/05/2023,Customer_276,Toys,Lego Set,2668,4.0
3126,2023-09-21,Customer_87,Clothing,Jacket,4185,3.0
3238,24/06/2023,Customer_72,Electronics,Tablet,"1,672",
1638,2024-10-06,Customer_111,Clothing,T-shirt,2985,3.0
2085,2023-11-26,Customer_140,Beauty,Face Cream,2752,2.0
1595,"Apr 27, 2024",Customer_111,Beauty,Lipstick,"5,048",4.0
2652,2024-12-02,Customer_371,Toys,,670,2.0
2272,"Jun 20, 2024",Customer_230,Electronics,Tablet,"2,802",2.0
2103,25/03/2024,Customer_398,Groceries,Rice,6440,5.0
1717,2024-10-02,Customer_257,Beauty,Shampoo,438,3.0
1890,2024-04-01,Customer_206,Beauty,Lipstick,2355,5.0
3385,18/01/2023,Customer_399,Sports,Cricket Bat,"5,180",5.0
3155,2024-12-24,Customer_128,Beauty,Perfume,1375,5.0
2418,2024-05-20,Customer_102,Sports,Yoga Mat,242,2.0
2856,20/03/2024,Customer_276,Groceries,Spices,1421,1.0
2477,07/01/2023,Customer_322,Clothing,Jacket,4476,3.0
2560,2024-07-31,Customer_253,Groceries,Spices,354,3.0
1796,2024-03-10,Customer_93,Toys,RC Car,4252,4.0
1448,"Mar 05, 2024",Customer_25,Furniture,Chair,3668,4.0
1211,2024-09-21,Customer_150,Groceries,Oil,92,4.0
1695,07/12/2024,Customer_248,Furniture,Sofa,2038,2.0
1378,11/11/2024,,Electronics,Phone,5280,4.0
3475,"Dec 25, 2023",Customer_25,Toys,RC Car,4616,4.0
2058,"Jun 10, 2023",Customer_234,Furniture,Table,344,4.0
1985,2023-09-20,Customer_363,Groceries,Snacks,4972,4.0
2883,2024-04-08,Customer_216,Groceries,Snacks,3852,4.0
2396,2024-08-30,Customer_224,Furniture,Chair,1307,1.0
2704,26/09/2023,Customer_64,Books,Cookbook,318,1.0
1301,"Dec 19, 2023",Customer_285,Clothing,Shoes,464,4.0
2297,25/06/2024,Customer_185,Clothing,Jacket,"3,678",3.0
2479,2024-06-01,Customer_54,Groceries,Oil,₹280,4.0
1862,2023-12-02,Customer_377,Electronics,Smartwatch,"1,054",2.0
1489,01/07/2024,Customer_372,Groceries,Spices,2850,2.0
1562,2023-03-14,Customer_92,Furniture,Chair,"3,486",3.0
1468,"Apr 13, 2023",Customer_291,Clothing,Jeans,6065,5.0
1685,"Oct 02, 2024",Customer_270,Groceries,Oil,2374,2.0
2572,11/07/2023,Customer_241,Groceries,Spices,,2.0
1469,2023-09-28,Customer_275,Furniture,Sofa,2583,3.0
2611,01/10/2024,Customer_374,Toys,RC Car,2316,3.0
2277,2023-07-10,Customer_55,Beauty,Perfume,₹736,1.0
2331,06/07/2023,Customer_47,Beauty,Shampoo,843,3.0
2437,2023-09-04,Customer_237,Furniture,Table,245,1.0
2241,2024-10-27,Customer_398,Clothing,Shoes,969,1.0
2415,2024-04-21,Customer_368,Sports,Football,1371,3.0
2833,05/07/2024,Customer_111,Clothing,Shoes,2616,4.0
2779,2024-11-08,Customer_168,Beauty,Shampoo,3148,
2276,2023-12-31,Customer_317,Electronics,Smartwatch,548,4.0
1440,18/01/2024,Customer_270,Clothing,T-shirt,504,3.0
3459,2023-07-03,Customer_272,Clothing,Jacket,2660,5.0
1022,,Customer_85,Books,Biography,"3,300",3.0
1181,2024-08-26,Customer_55,Furniture,Bookshelf,"₹1,824",2.0
1856,2024-05-11,Customer_38,Toys,Puzzle,4872,4.0
1706,28/03/2024,Customer_87,Electronics,Headphones,3846,3.0
3124,2023-12-03,Customer_121,Beauty,Lipstick,4672,4.0
3315,2024-02-08,Customer_202,Clothing,Cap,4940,4.0
3372,2024-05-04,Customer_48,Sports,Football,1281,3.0
2982,,Customer_377,Clothing,Jacket,2559,3.0
2160,2024-01-13,,Groceries,Snacks,"₹1,340",5.0
3024,"Dec 01, 2023",Customer_156,Books,Textbook,6295,5.0
3085,23/09/2024,Customer_41,Books,Novel,2884,4.0
2852,2023-03-26,Customer_207,Beauty,Face Cream,3168,4.0
3360,2023-09-17,Customer_293,Groceries,Rice,1662,3.0
3364,2023-09-06,Customer_297,Sports,Cricket Bat,"₹5,410",5.0
2509,2024-07-18,Customer_379,Toys,RC Car,₹925,5.0
3042,2024-09-23,Customer_197,Groceries,Oil,"2,258",2.0
1230,2024-05-17,Customer_314,Books,Comic,"₹4,323",3.0
2780,2023-07-06,Customer_324,Electronics,Smartwatch,425,1.0
2140,2024-10-31,Customer_388,Toys,RC Car,986,1.0
2550,21/08/2024,Customer_126,Clothing,Cap,5600,4.0
2939,29/01/2024,Customer_161,Books,Novel,1075,
1287,2024-11-27,Customer_267,Clothing,Jacket,1032,4.0
2011,2023-12-30,Customer_238,Toys,Lego Set,"₹2,690",5.0
1675,,Customer_272,Clothing,T-shirt,1880,2.0
2529,2023-09-24,Customer_294,Books,Cookbook,5410,5.0
2136,2024-10-21,Customer_257,Furniture,Sofa,5695,5.0
2689,2024-02-23,Customer_82,Beauty,Shampoo,"4,584",4.0
1670,2024-09-25,Customer_256,Groceries,Oil,1424,1.0
2076,2023-04-28,Customer_261,Groceries,Snacks,4040,5.0
1432,2023-11-23,Customer_139,Sports,Dumbbells,₹146,2.0
3421,14/01/2024,Customer_280,Beauty,Lipstick,501,1.0
2577,2024-04-02,,Groceries,Rice,2637,3.0
1345,16/09/2023,Customer_72,Toys,Board Game,1545,3.0
1621,"Apr 16, 2024",Customer_398,Groceries,Spices,5660,4.0
2063,01/05/2024,Customer_232,Beauty,Sunscreen,2376,3.0
3444,"Jan 04, 2024",Customer_400,Toys,Action Figure,359,1.0
2209,,Customer_109,Electronics,Phone,170,5.0
2588,08/10/2024,Customer_155,Clothing,Jacket,491,1.0
1179,27/12/2024,Customer_220,Sports,Tennis Racket,4240,5.0
1071,2024-01-25,Customer_357,Toys,RC Car,1199,1.0
3057,"Aug 26, 2023",Customer_86,Toys,Action Figure,780,5.0
2222,2024-12-09,Customer_325,Clothing,Cap,820,4.0
1131,27/01/2024,Customer_90,Clothing,Jeans,"1,268",1.0
2724,2024-09-04,Customer_278,Groceries,Rice,2300,5.0
1747,2023-02-06,Customer_384,Clothing,Shoes,3785,5.0
3387,2023-01-28,Customer_158,Sports,Dumbbells,₹908,2.0
2043,28/11/2024,Customer_152,Electronics,Tablet,3372,4.0
1128,2023-04-03,Customer_324,Furniture,Table,"₹1,455",3.0
1285,2024-06-22,Customer_349,Groceries,Oil,935,5.0
2935,2023-01-19,Customer_290,Clothing,Jacket,596,4.0
2433,02/08/2023,Customer_250,Toys,Puzzle,717,1.0
1471,2023-09-01,,Toys,Lego Set,4302,3.0
1689,2023-08-08,Customer_124,Sports,Tennis Racket,5685,5.0
2295,2023-04-14,Customer_242,Groceries,Spices,3786,3.0
2637,2024-03-26,Customer_152,Groceries,Oil,4344,3.0
1126,30/09/2024,Customer_241,Clothing,T-shirt,2139,3.0
2096,18/10/2024,Customer_233,Beauty,Sunscreen,894,1.0
3313,2024-12-03,Customer_373,Toys,,"₹3,495",5.0
2263,"Aug 31, 2024",Customer_177,Toys,Puzzle,5745,5.0
1611,23/03/2023,Customer_135,Furniture,Chair,1558,2.0
1459,,Customer_23,Clothing,Shoes,2760,3.0
2992,"Apr 09, 2023",Customer_108,Toys,Action Figure,"6,635",5.0
3417,11/06/2024,Customer_94,Sports,Dumbbells,2860,2.0
1463,"Nov 24, 2024",Customer_293,Electronics,Tablet,"₹5,950",5.0
1550,2024-07-23,Customer_21,Furniture,Bookshelf,"2,364",4.0
1505,2024-10-17,Customer_188,Clothing,T-shirt,788,1.0
1309,2023-09-25,Customer_274,Toys,Board Game,1953,3.0
2765,2024-12-19,Customer_334,Furniture,Bookshelf,1467,3.0
1364,2023-01-10,Customer_318,Sports,Dumbbells,755,1.0
1580,28/04/2024,Customer_134,Electronics,Tablet,"₹5,625",5.0
3471,2023-05-11,Customer_365,Toys,Board Game,"₹4,656",4.0
1682,24/04/2024,Customer_107,Furniture,Chair,₹732,4.0
1109,"Jan 22, 2023",Customer_118,Electronics,Phone,6110,5.0
1508,2024-06-16,Customer_216,Electronics,,1376,1.0
2120,"Feb 14, 2023",Customer_324,Books,Comic,"3,785",5.0
3195,2024-09-13,Customer_124,Groceries,Oil,"₹1,061",1.0
1730,25/01/2024,Customer_208,Groceries,Snacks,1265,1.0
2903,2024-10-26,Customer_164,Electronics,Smartwatch,252,2.0
3332,24/07/2024,Customer_84,Sports,Dumbbells,1394,2.0
1305,2023-10-02,Customer_275,Sports,Football,250,2.0
2217,28/10/2023,Customer_244,Sports,Dumbbells,808,1.0
2023,"Nov 25, 2024",Customer_263,Toys,Board Game,6360,5.0
3040,14/08/2023,Customer_221,Beauty,Perfume,984,2.0
1189,16/04/2023,Customer_78,Books,Biography,942,1.0
2874,25/04/2023,Customer_281,Clothing,Jeans,408,3.0
3007,2023-04-29,Customer_366,Books,Comic,"₹5,820",4.0
3492,2024-08-04,Customer_377,Beauty,Sunscreen,5176,4.0
1855,31/08/2023,Customer_167,Groceries,Rice,440,2.0
1821,"Nov 07, 2024",Customer_130,Furniture,Table,2928,3.0
3472,"May 19, 2023",Customer_7,Sports,Dumbbells,2799,3.0
2266,2024-05-29,Customer_225,Books,Comic,2937,3.0
1805,2023-03-26,Customer_14,Beauty,Sunscreen,"₹3,036",3.0
1281,2024-08-09,Customer_155,Beauty,Perfume,7500,5.0
2623,2024-09-13,Customer_130,Furniture,Sofa,230,5.0
2451,08/11/2023,Customer_397,Clothing,,224,1.0
3414,2024-12-02,,Furniture,Table,4595,5.0
3164,12/03/2024,Customer_146,Beauty,Shampoo,1146,3.0
1486,2023-06-03,Customer_134,Sports,Yoga Mat,"1,215",3.0
2508,2023-02-06,Customer_289,Books,Novel,"₹7,295",5.0
2734,2023-11-07,Customer_118,Toys,Action Figure,2958,3.0
1354,"Jun 18, 2023",Customer_176,Furniture,Chair,1406,1.0
2218,"Nov 20, 2024",Customer_255,Electronics,Laptop,637,1.0
1732,"Oct 07, 2024",Customer_286,Toys,Lego Set,"4,308",4.0
1422,2023-11-03,Customer_263,Sports,Dumbbells,1406,1.0
1703,28/07/2024,Customer_203,Groceries,Snacks,2105,5.0
3482,2024-07-22,Customer_87,Clothing,Shoes,412,1.0
2998,14/05/2024,Customer_14,Sports,Dumbbells,₹396,4.0
3179,2024-09-18,Customer_48,Books,Comic,1512,3.0
1781,2023-09-07,Customer_212,Toys,RC Car,2582,2.0
1770,2023-04-28,Customer_77,Furniture,Sofa,1160,2.0
2375,2023-06-18,Customer_220,Electronics,Phone,1884,3.0
3208,2024-02-19,Customer_141,Sports,Tennis Racket,"₹1,635",5.0
2204,2024-12-21,Customer_91,Toys,Puzzle,1203,3.0
1906,05/09/2024,Customer_100,Furniture,Bed,426,2.0
1362,2023-05-22,Customer_199,Clothing,Cap,4964,4.0
2926,26/05/2023,Customer_238,Toys,Board Game,1328,4.0
1650,2024-07-06,Customer_228,Beauty,Sunscreen,2896,2.0
2519,2024-07-18,Customer_228,Sports,Cricket Bat,2313,3.0
1962,"Aug 30, 2023",Customer_169,Furniture,Sofa,"4,090",5.0
3280,2024-04-09,Customer_100,Beauty,Lipstick,870,2.0
3154,"Feb 19, 2024",Customer_150,Groceries,Beverages,894,3.0
1225,,Customer_384,Sports,Tennis Racket,166,2.0
2068,"May 29, 2024",Customer_268,Electronics,Tablet,"₹1,988",2.0
3466,2023-07-11,Customer_356,Electronics,Phone,"1,392",4.0
1186,2023-03-17,Customer_29,Beauty,,3177,3.0
2545,2024-11-06,Customer_27,Furniture,Bed,4935,5.0
1928,27/08/2023,Customer_305,Sports,Cricket Bat,1084,4.0
1937,2023-04-23,,Toys,Puzzle,4072,4.0
1161,12/04/2023,Customer_259,Beauty,Face Cream,"₹4,505",5.0
3206,,Customer_195,Electronics,Headphones,₹408,4.0
2835,03/05/2023,Customer_28,Electronics,Tablet,"₹3,669",3.0
2316,2023-07-13,Customer_236,Books,Comic,760,2.0
1264,2023-06-27,Customer_270,Sports,Dumbbells,2648,4.0
1369,2024-03-27,Customer_388,Sports,Tennis Racket,1492,1.0
2237,2023-01-10,Customer_112,Clothing,Jeans,2706,2.0
2967,2023-01-13,Customer_262,Beauty,Shampoo,654,1.0
2869,24/03/2024,Customer_224,Furniture,Table,3895,5.0
2042,"Nov 07, 2024",Customer_32,Clothing,Shoes,380,4.0
2532,05/08/2024,Customer_7,Beauty,Sunscreen,648,1.0
3167,"Aug 13, 2023",Customer_331,Electronics,Laptop,3228,4.0
2576,2024-01-01,Customer_251,Beauty,Face Cream,4976,4.0
1334,2024-07-21,Customer_14,Toys,Lego Set,744,1.0
3430,2023-12-30,Customer_137,Books,Novel,"₹1,225",1.0
2882,2024-02-16,Customer_364,Books,Cookbook,2420,5.0
1789,"Sep 18, 2024",Customer_46,Toys,Action Figure,180,5.0
3223,2023-09-05,Customer_375,Electronics,Laptop,774,1.0
2229,2024-09-07,Customer_349,Groceries,Snacks,1284,4.0
1381,2024-04-12,Customer_64,Books,Novel,1846,2.0
2506,2023-09-25,Customer_17,Beauty,Lipstick,2649,3.0
2737,2024-01-18,Customer_107,Electronics,Laptop,1869,
2424,2023-08-18,Customer_317,Furniture,Sofa,₹79,1.0
3213,2024-06-25,,Beauty,Lipstick,2148,4.0
2862,,Customer_335,Beauty,Shampoo,2574,3.0
2419,2024-09-07,Customer_64,Toys,Lego Set,1480,4.0
2166,2023-07-02,Customer_79,Electronics,Headphones,"₹3,012",4.0
1987,2024-01-26,Customer_130,Electronics,Phone,6445,5.0
3400,2024-06-04,Customer_238,Sports,Football,420,1.0
2802,2024-03-18,Customer_341,Sports,Cricket Bat,5824,4.0
3080,2024-10-12,Customer_339,Toys,Action Figure,"₹5,996",4.0
2308,2023-02-16,Customer_61,Beauty,Sunscreen,956,2.0
1880,2024-08-15,Customer_267,Electronics,Laptop,2589,3.0
1579,2024-08-15,Customer_260,Furniture,Chair,1211,1.0
2083,06/05/2023,Customer_46,Furniture,Sofa,5800,4.0
1208,"Jul 15, 2024",Customer_132,Furniture,Chair,652,2.0
2764,2023-12-30,Customer_216,Electronics,Smartwatch,896,4.0
2353,"Feb 22, 2024",Customer_360,Sports,Cricket Bat,698,
3496,2024-04-05,Customer_333,Groceries,Beverages,"2,466",2.0
1836,2024-11-14,Customer_61,Electronics,Smartwatch,2718,2.0
1144,2024-07-28,Customer_242,Furniture,Table,1288,1.0
1749,03/08/2023,Customer_270,Beauty,Perfume,4376,4.0
1557,07/07/2024,Customer_59,Sports,Dumbbells,"₹2,180",4.0
1834,2024-05-15,Customer_369,Groceries,Rice,2540,5.0
3037,2023-02-25,Customer_93,Furniture,Table,₹760,1.0
2318,2023-09-09,Customer_74,Groceries,Rice,893,1.0
1431,11/07/2024,Customer_366,Electronics,Smartwatch,3006,3.0
2355,2024-10-02,Customer_350,Clothing,Jeans,724,4.0
1494,2024-01-26,Customer_257,Books,Comic,1414,1.0
2941,2023-03-02,Customer_365,Groceries,Spices,"1,530",2.0
1820,2024-10-25,Customer_67,Furniture,Bed,5456,4.0
2632,2023-05-01,Customer_141,Electronics,Headphones,3690,5.0
2969,20/10/2023,Customer_246,Clothing,Shoes,6210,5.0
1250,,Customer_259,Furniture,Bookshelf,"₹2,052",4.0
2512,22/01/2024,Customer_247,Electronics,Tablet,812,1.0
1536,04/06/2024,Customer_222,Electronics,Tablet,5045,5.0
3204,12/07/2024,Customer_134,Beauty,Perfume,388,2.0
2030,,Customer_121,Books,Textbook,2320,2.0
3320,2024-12-03,Customer_176,Groceries,Oil,"6,325",5.0
2304,2024-12-02,Customer_380,Electronics,Laptop,4132,4.0
2426,2023-02-14,Customer_3,Sports,,551,1.0
2680,2023-08-15,Customer_326,Books,Biography,654,
3371,2024-08-14,Customer_399,Furniture,Chair,2672,2.0
1865,"Feb 21, 2024",Customer_286,Groceries,Rice,"₹1,439",1.0
1632,06/01/2024,Customer_298,Groceries,Snacks,686,1.0
2172,2024-03-14,Customer_107,Groceries,Beverages,"4,145",5.0
2386,02/04/2023,Customer_51,Beauty,Sunscreen,232,1.0
